X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.3107663894169,44.999685660456,0019XX RUSSELL AVE N,MP202185307         ,4     ,2021/04/24 00:00:00+00,1254,2021/04/24 00:00:00+00,2021/04/24 12:54:00+00,1254,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,14592,-93.31077401,44.99969153,-10387307,5621472,Willard - Hay,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,1
-93.2086908236824,44.965539396853,0001XX BEDFORD ST SE,MP202188261         ,2     ,2021/04/29 00:00:00+00,1416,2021/04/27 00:00:00+00,2021/04/29 14:16:00+00,2000,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/05/01 00:00:00+00,18618,-93.20869933,44.9655447,-10375944,5616098,Prospect Park - East River Road,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,2
-93.293168393001,44.950995328554,0028XX DUPONT AVE S,MP202188392         ,5     ,2021/04/29 00:00:00+00,732,2021/04/17 00:00:00+00,2021/04/29 07:32:00+00,1730,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/05/01 00:00:00+00,17936,-93.2931739,44.95099606,-10385348,5613810,Lowry Hill East,2021/05/05 00:00:00+00,2021/05/06 07:00:55+00,3
-93.2874820572526,44.9466021425596,0006XX 31ST ST W,MP202189317         ,5     ,2021/04/30 00:00:00+00,756,2021/04/28 00:00:00+00,2021/04/30 07:56:00+00,1800,THEFT   ,OTHER THEFT                   ,07 ,2021/05/01 00:00:00+00,11380,-93.28748225,44.94660622,-10384715,5613119,Lyndale,2021/05/02 00:00:00+00,2021/05/03 07:01:08+00,4
-93.2179075384975,44.9720474360512,0027XX UNIVERSITY AVE SE,MP202189695         ,2     ,2021/04/30 00:00:00+00,915,2021/04/30 00:00:00+00,2021/04/30 09:15:00+00,729,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/05/01 00:00:00+00,13301,-93.21790755,44.97204929,-10376970,5617122,Prospect Park - East River Road,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,5
-93.2808165578444,44.9720919220592,0013XX YALE PL ,MP202189769         ,1     ,2021/04/30 00:00:00+00,1108,2021/04/25 00:00:00+00,2021/04/30 11:08:00+00,100,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/05/01 00:00:00+00,16715,-93.2808233,44.97209526,-10383973,5617129,Loring Park,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,6
-93.3008040729161,44.9495712356292,0028XX HUMBOLDT AVE S,MP202189787         ,5     ,2021/04/30 00:00:00+00,1048,2021/04/27 00:00:00+00,2021/04/30 10:48:00+00,549,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/05/01 00:00:00+00,17659,-93.30081056,44.9495726,-10386198,5613586,East Isles,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,7
-93.2343017924327,44.9811981168413,0014XX 5TH ST SE,MP202189790         ,2     ,2021/04/30 00:00:00+00,1030,2021/04/29 00:00:00+00,2021/04/30 10:30:00+00,2300,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/05/01 00:00:00+00,16639,-93.23430434,44.98119983,-10378795,5618562,Marcy Holmes,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,8
-93.305502261852,45.0026837652539,0020XX BROADWAY AVE W,MP202189810         ,4     ,2021/04/30 00:00:00+00,1355,2021/04/26 00:00:00+00,2021/04/30 13:55:00+00,1900,THEFT   ,OTHER THEFT                   ,07 ,2021/05/01 00:00:00+00,20759,-93.30550994,45.00268872,-10386721,5621944,Jordan,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,9
-93.3097063773817,44.9821131046061,0004XX QUEEN AVE N,MP202189838         ,4     ,2021/04/30 00:00:00+00,1241,2021/02/14 00:00:00+00,2021/04/30 12:41:00+00,1241,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,16305,-93.30970878,44.98211752,-10387189,5618706,Harrison,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,10
-93.2611434531222,44.9813760322726,0004XX 1ST ST S,MP202189847         ,1     ,2021/04/30 00:00:00+00,1302,2021/04/30 00:00:00+00,2021/04/30 13:02:00+00,1140,THEFT   ,OTHER THEFT                   ,07 ,2021/05/01 00:00:00+00,17113,-93.26114961,44.98137834,-10381783,5618590,Downtown West,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,11
-93.2272590006052,44.9350294791421,0037XX DIGHT AVE ,MP202189850         ,3     ,2021/04/30 00:00:00+00,1149,2021/04/13 00:00:00+00,2021/04/30 11:49:00+00,800,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/05/01 00:00:00+00,11450,-93.22726525,44.93503519,-10378011,5611299,Howe,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,12
-93.2150059801298,44.9708907877301,0029XX UNIVERSITY AVE SE,MP202189869         ,2     ,2021/04/30 00:00:00+00,1440,2020/11/01 00:00:00+00,2021/04/30 14:40:00+00,1200,BIKETF  ,BIKE THEFT                    ,07,2021/05/01 00:00:00+00,21973,-93.21501079,44.97089318,-10376647,5616940,Prospect Park - East River Road,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,13
-93.3044422498167,45.0177227366157,0034XX MORGAN AVE N,MP202189917         ,4     ,2021/04/30 00:00:00+00,1358,2021/04/30 00:00:00+00,2021/04/30 13:58:00+00,1358,ASLT1   ,ASLT-GREAT BODILY HM          ,05 ,2021/04/30 00:00:00+00,19936,-93.30444943,45.01772736,-10386603,5624312,Folwell,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,14
-93.2651050235251,44.9404727366647,0034XX PARK AVE ,MP202189950         ,3     ,2021/04/30 00:00:00+00,1449,2021/04/30 00:00:00+00,2021/04/30 14:49:00+00,100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,21976,-93.26510992,44.94047371,-10382224,5612155,Central,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,15
-93.2639012810444,44.9456993043673,0031XX COLUMBUS AVE ,MP202189967         ,3     ,2021/04/30 00:00:00+00,1517,2021/04/30 00:00:00+00,2021/04/30 15:17:00+00,1515,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/05/01 00:00:00+00,11946,-93.26390974,44.94570081,-10382090,5612977,Central,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,16
-93.258888681759,44.9997999978384,0011XX 6TH ST NE,MP202190008         ,2     ,2021/04/30 00:00:00+00,1926,2021/04/30 00:00:00+00,2021/04/30 19:26:00+00,830,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,16176,-93.25889013,44.99980466,-10381532,5621490,Sheridan,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,17
-93.2849218586928,44.9483569141988,0004XX LAKE ST W,MP202190027         ,5     ,2021/04/30 00:00:00+00,1729,2021/04/30 00:00:00+00,2021/04/30 17:29:00+00,1430,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,19782,-93.28492292,44.94836055,-10384430,5613395,Whittier,2021/05/02 00:00:00+00,2021/05/03 07:01:08+00,18
-93.2778072016426,44.9693782124213,0013XX NICOLLET AVE ,MP202190041         ,1     ,2021/04/30 00:00:00+00,1802,2021/04/30 00:00:00+00,2021/04/30 18:02:00+00,1646,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/05/01 00:00:00+00,16712,-93.2778161,44.96938053,-10383638,5616702,Loring Park,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,19
-93.3050441210571,45.0059992832019,0019XX 26TH AVE N,MP202190077         ,4     ,2021/04/30 00:00:00+00,2013,2021/04/30 00:00:00+00,2021/04/30 20:13:00+00,1730,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2021/05/01 00:00:00+00,20606,-93.30504715,45.00600317,-10386670,5622466,Jordan,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,20
-93.287625787698,45.0466146724228,0050XX 6TH ST N,MP202190105         ,4     ,2021/04/30 00:00:00+00,1815,2021/04/30 00:00:00+00,2021/04/30 18:15:00+00,1800,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2021/05/01 00:00:00+00,21049,-93.28763199,45.04661921,-10384731,5628863,Lind - Bohanon,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,21
-93.3097782426044,45.032351459109,0042XX QUEEN AVE N,MP202190112         ,4     ,2021/04/30 00:00:00+00,1910,2021/04/30 00:00:00+00,2021/04/30 19:10:00+00,1910,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/05/01 00:00:00+00,10497,-93.30978034,45.0323522,-10387197,5626616,Victory,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,22
-93.2905722618299,44.9564307155531,0025XX BRYANT AVE S,MP202190146         ,5     ,2021/04/30 00:00:00+00,1908,2021/04/27 00:00:00+00,2021/04/30 19:08:00+00,1200,BIKETF  ,BIKE THEFT                    ,07,2021/05/01 00:00:00+00,16098,-93.29058064,44.95643627,-10385059,5614665,Lowry Hill East,2021/05/02 00:00:00+00,2021/05/03 07:01:08+00,23
-93.2464380319211,45.0131631953797,0009XX LOWRY AVE NE,MP202190156         ,2     ,2021/04/30 00:00:00+00,1911,2021/04/29 00:00:00+00,2021/04/30 19:11:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,20468,-93.24644653,45.01316441,-10380146,5623594,Audubon Park,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,24
-93.2794780680711,44.9726448167083,0012XX YALE PL ,MP202190176         ,1     ,2021/04/30 00:00:00+00,2056,2021/04/30 00:00:00+00,2021/04/30 20:56:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/05/01 00:00:00+00,16709,-93.2794854,44.97264514,-10383824,5617216,Loring Park,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,25
-93.2473363472053,45.0158621320187,0026XX CENTRAL AVE NE,MP202190208         ,2     ,2021/04/30 00:00:00+00,1956,2021/04/30 00:00:00+00,2021/04/30 19:56:00+00,1956,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/05/01 00:00:00+00,21554,-93.24734023,45.01586846,-10380246,5624019,Holland,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,26
-93.2589246143704,44.9688507082896,0010XX 14TH ST E,MP202190214         ,1     ,2021/04/30 00:00:00+00,2105,2021/04/30 00:00:00+00,2021/04/30 21:05:00+00,2000,THEFT   ,OTHER THEFT                   ,07 ,2021/05/01 00:00:00+00,20572,-93.25892896,44.96885453,-10381536,5616619,Elliot Park,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,27
-93.2856584772258,45.0107245173616,0004XX 30TH AVE N,MP202190235         ,4     ,2021/04/30 00:00:00+00,2026,2021/04/30 00:00:00+00,2021/04/30 20:26:00+00,2026,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/04/30 00:00:00+00,21361,-93.28566583,45.01073081,-10384512,5623210,Hawthorne,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,28
-93.2605505650347,44.9591196114059,0009XX 24TH ST E,MP202190266         ,3     ,2021/04/30 00:00:00+00,2206,2021/04/30 00:00:00+00,2021/04/30 22:06:00+00,2105,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/05/01 00:00:00+00,16434,-93.26055709,44.95912104,-10381717,5615088,Ventura Village,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,29
-93.298881678208,44.999882574695,0014XX BROADWAY AVE W,MP202190346         ,4     ,2021/04/30 00:00:00+00,2251,2021/04/30 00:00:00+00,2021/04/30 22:51:00+00,2251,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/05/01 00:00:00+00,19611,-93.2988852,44.99988634,-10385984,5621503,Jordan,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,30
-93.2618082064324,44.9627046098695,0008XX FRANKLIN AVE E,MP202190352         ,3     ,2021/04/30 00:00:00+00,2255,2021/04/30 00:00:00+00,2021/04/30 22:55:00+00,2200,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/05/01 00:00:00+00,16482,-93.2618168,44.96270553,-10381857,5615652,Ventura Village,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,31
-93.2689677792469,44.944077974785,0032XX 5TH AVE S,MP202190488         ,3     ,2021/05/01 00:00:00+00,150,2021/05/01 00:00:00+00,2021/05/01 01:50:00+00,101,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/05/01 00:00:00+00,20656,-93.26897652,44.9440796,-10382654,5612722,Central,2021/05/01 00:00:00+00,2021/05/02 07:02:28+00,32
-93.3133445542824,44.9910842943615,0012XX THOMAS AVE N,MP202190531         ,4     ,2021/05/01 00:00:00+00,323,2021/05/01 00:00:00+00,2021/05/01 03:23:00+00,323,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/05/01 00:00:00+00,13992,-93.31335118,44.99108805,-10387594,5620118,Willard - Hay,2021/05/03 00:00:00+00,2021/05/04 07:01:56+00,33
-93.2796397648222,44.9546380483156,0026XX BLAISDELL AVE ,MP202158240         ,5     ,2021/03/20 00:00:00+00,2331,2021/03/20 00:00:00+00,2021/03/20 23:31:00+00,2312,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/03/21 00:00:00+00,16791,-93.27964542,44.95463819,-10383842,5614383,Whittier,2021/04/23 00:00:00+00,2021/04/24 07:03:01+00,34
-93.2736659681828,44.8942776928624,0002XX 60TH ST E,MP202164058         ,3     ,2021/03/28 00:00:00+00,2300,2021/03/28 00:00:00+00,2021/03/28 23:00:00+00,1700,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/04/05 00:00:00+00,13307,-93.27366765,44.89427914,-10383177,5604893,Diamond Lake,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,35
-93.2822448791461,44.9429207625296,0002XX 33RD ST W,MP2021702541        ,5     ,2021/04/16 00:00:00+00,1656,2021/03/15 00:00:00+00,2021/04/16 16:56:00+00,1230,THEFT   ,OTHER THEFT                   ,07 ,2021/04/17 00:00:00+00,11360,-93.28224766,44.94292538,-10384132,5612540,Lyndale,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,36
-93.2958363893949,44.9568057700542,0025XX HENNEPIN AVE ,MP2021702542        ,5     ,2021/04/16 00:00:00+00,1709,2021/04/16 00:00:00+00,2021/04/16 17:09:00+00,1600,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/04/17 00:00:00+00,14461,-93.29584001,44.95680675,-10385645,5614724,East Isles,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,37
-93.2657068947655,44.971494535643,,MP2021702549        ,1     ,2021/04/17 00:00:00+00,827,2021/04/16 00:00:00+00,2021/04/17 08:27:00+00,1600,BIKETF  ,BIKE THEFT                    ,07,2021/04/17 00:00:00+00,,-93.26571,44.9715,-10382291,5617035,Elliot Park,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,38
-93.283044379749,44.9105856923785,0003XX LONGVIEW TERR ,MP2021702550        ,5     ,2021/04/17 00:00:00+00,846,2021/04/16 00:00:00+00,2021/04/17 08:46:00+00,2210,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/04/17 00:00:00+00,12395,-93.28304442,44.91059046,-10384221,5607456,Tangletown,2021/04/21 00:00:00+00,2021/04/22 07:04:26+00,39
-93.2810141872069,44.9744941152518,0012XX HENNEPIN AVE ,MP2021702551        ,1     ,2021/04/17 00:00:00+00,908,2021/04/03 00:00:00+00,2021/04/17 09:08:00+00,830,BIKETF  ,BIKE THEFT                    ,07,2021/04/17 00:00:00+00,16661,-93.28102208,44.97449561,-10383995,5617507,Loring Park,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,40
-93.2398443977357,44.9834093122761,0010XX 5TH ST SE,MP2021702552        ,2     ,2021/04/17 00:00:00+00,1056,2021/04/16 00:00:00+00,2021/04/17 10:56:00+00,2230,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/04/17 00:00:00+00,19088,-93.23985053,44.98340966,-10379412,5618910,Marcy Holmes,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,41
-93.2322895661963,44.9062466763915,0053XX 28TH AVE S,MP2021702555        ,3     ,2021/04/17 00:00:00+00,1338,2021/04/16 00:00:00+00,2021/04/17 13:38:00+00,2037,BIKETF  ,BIKE THEFT                    ,07,2021/04/17 00:00:00+00,13373,-93.2322907,44.90624738,-10378571,5606774,Keewaydin,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,42
-93.2880749453401,44.950995328554,0028XX LYNDALE AVE S,MP202177974         ,5     ,2021/04/14 00:00:00+00,1240,2021/04/14 00:00:00+00,2021/04/14 12:40:00+00,1139,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/04/14 00:00:00+00,16763,-93.2880785,44.95099896,-10384781,5613810,Whittier,2021/04/15 00:00:00+00,2021/04/18 07:01:25+00,43
-93.2943272197176,45.0122169498319,0030XX EMERSON AVE N,MP202179222         ,4     ,2021/04/16 00:00:00+00,506,2021/04/16 00:00:00+00,2021/04/16 05:06:00+00,409,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/04/16 00:00:00+00,13988,-93.29432789,45.01222156,-10385477,5623445,Jordan,2021/04/23 00:00:00+00,2021/04/24 07:03:01+00,44
-93.2909495542493,44.9853535688312,0008XX GERTRUDE BROWN PL ,MP202179226         ,4     ,2021/04/16 00:00:00+00,530,2021/04/16 00:00:00+00,2021/04/16 05:30:00+00,423,THEFT   ,OTHER THEFT                   ,07 ,2021/04/17 00:00:00+00,22184,-93.29095719,44.98535903,-10385101,5619216,Sumner - Glenwood,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,45
-93.2916053244067,45.0113341966011,,MP202179234         ,4     ,2021/04/16 00:00:00+00,411,2021/04/16 00:00:00+00,2021/04/16 04:11:00+00,411,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/04/17 00:00:00+00,,-93.29161,45.01134,-10385174,5623306,Hawthorne,2021/04/19 00:00:00+00,2021/04/20 07:01:07+00,46
-93.2288310523524,45.003636519944,0016XX NEW BRIGHTON BLVD ,MP202179473         ,2     ,2021/04/16 00:00:00+00,1609,2021/04/16 00:00:00+00,2021/04/16 16:09:00+00,1453,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2021/04/17 00:00:00+00,21511,-93.22883412,45.00363907,-10378186,5622094,Northeast Park,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,47
-93.298881678208,44.999882574695,0015XX BROADWAY AVE W,MP202179519         ,4     ,2021/04/16 00:00:00+00,2011,2021/04/12 00:00:00+00,2021/04/16 20:11:00+00,1200,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/04/17 00:00:00+00,19611,-93.2988852,44.99988634,-10385984,5621503,Jordan,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,48
-93.2530945481765,45.0110801643734,,MP202179582         ,2     ,2021/04/16 00:00:00+00,1729,2021/04/16 00:00:00+00,2021/04/16 17:29:00+00,1727,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/04/17 00:00:00+00,,-93.2531,45.01108,-10380887,5623266,Holland,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,49
-93.3192644520047,44.9483950608126,0031XX LAKE ST W,MP202179598         ,5     ,2021/04/16 00:00:00+00,1758,2021/04/16 00:00:00+00,2021/04/16 17:58:00+00,1500,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/04/17 00:00:00+00,15477,-93.31927193,44.94839618,-10388253,5613401,Cedar - Isles - Dean,2021/04/19 00:00:00+00,2021/04/20 07:01:07+00,50
-93.260020559017,44.9386541355938,0035XX 10TH AVE S,MP202179604         ,3     ,2021/04/17 00:00:00+00,105,2021/04/16 00:00:00+00,2021/04/17 01:05:00+00,1809,TMVP    ,THEFT-MOTR VEH PARTS          ,07 ,2021/04/17 00:00:00+00,20677,-93.26002146,44.93865662,-10381658,5611869,Powderhorn Park,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,51
-93.2661380861019,44.9992537171744,0011XX 2ND ST NE,MP202179638         ,2     ,2021/04/16 00:00:00+00,2001,2021/04/12 00:00:00+00,2021/04/16 20:01:00+00,0,BURGD   ,BURGLARY OF DWELLING          ,06 ,2021/04/17 00:00:00+00,22495,-93.26614552,44.99925644,-10382339,5621404,Sheridan,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,52
-93.2779149994767,44.9404345847862,0034XX NICOLLET AVE ,MP202179646         ,5     ,2021/04/16 00:00:00+00,2217,2021/04/16 00:00:00+00,2021/04/16 22:17:00+00,1910,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/04/16 00:00:00+00,17753,-93.27791575,44.94044075,-10383650,5612149,Lyndale,2021/04/19 00:00:00+00,2021/04/20 07:01:07+00,53
-93.2351641751054,44.9789677729878,,MP202179687         ,2     ,2021/04/16 00:00:00+00,2012,2021/04/16 00:00:00+00,2021/04/16 20:12:00+00,1950,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/04/17 00:00:00+00,,-93.23517,44.97897,-10378891,5618211,University of Minnesota,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,54
-93.2626346564938,44.9079581455688,0052XX CHICAGO AVE ,MP202179689         ,3     ,2021/04/17 00:00:00+00,0,2021/04/16 00:00:00+00,2021/04/17 00:00:00+00,2007,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/04/17 00:00:00+00,14277,-93.26263595,44.90795995,-10381949,5607043,Hale,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,55
-93.2940936577437,44.9858427994758,0007XX EMERSON AVE N,MP202179706         ,4     ,2021/04/16 00:00:00+00,2329,2021/04/16 00:00:00+00,2021/04/16 23:29:00+00,2050,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/04/17 00:00:00+00,18952,-93.29410106,44.98584606,-10385451,5619293,Near - North,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,56
-93.2728395181214,44.9178696673947,,MP202179709         ,3     ,2021/04/16 00:00:00+00,2032,2021/04/16 00:00:00+00,2021/04/16 20:32:00+00,2030,DASLT3  ,3RD DEG DOMES ASLT            ,05 ,2021/04/17 00:00:00+00,,-93.27284,44.91787,-10383085,5608601,Field,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,57
-93.2789480620534,44.9857856168887,,MP202179778         ,1     ,2021/04/16 00:00:00+00,2245,2021/04/16 00:00:00+00,2021/04/16 22:45:00+00,2200,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/04/17 00:00:00+00,,-93.27895,44.98579,-10383765,5619284,North Loop,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,58
-93.2684108237707,44.9825705930125,0002XX HENNEPIN AVE ,MP202179802         ,1     ,2021/04/16 00:00:00+00,2324,2021/04/16 00:00:00+00,2021/04/16 23:24:00+00,2225,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/04/17 00:00:00+00,21314,-93.26841736,44.982576,-10382592,5618778,Downtown West,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,59
-93.2956477431852,44.9914082983146,0012XX FREMONT AVE N,MP202179849         ,4     ,2021/04/16 00:00:00+00,2330,2021/04/16 00:00:00+00,2021/04/16 23:30:00+00,2316,ROBPAG  ,ROBBERY PER AGG               ,04 ,2021/04/17 00:00:00+00,15637,-93.29565097,44.99140864,-10385624,5620169,Near - North,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,60
-93.248593988603,44.9582360401436,0024XX 18TH AVE S,MP202179878         ,3     ,2021/04/17 00:00:00+00,204,2021/04/16 00:00:00+00,2021/04/17 02:04:00+00,2341,ASLT2   ,ASSLT W/DNGRS WEAPON          ,05 ,2021/04/17 00:00:00+00,18172,-93.24859419,44.95823739,-10380386,5614949,East Phillips,2021/04/19 00:00:00+00,2021/04/20 07:01:07+00,61
-93.2818047046569,45.0014769199003,,MP202179905         ,4     ,2021/04/17 00:00:00+00,120,2021/04/16 00:00:00+00,2021/04/17 01:20:00+00,2300,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/04/17 00:00:00+00,,-93.28181,45.00148,-10384083,5621754,Hawthorne,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,62
-93.2982708238148,44.9488083141703,0029XX HENNEPIN AVE ,MP202179934         ,5     ,2021/04/17 00:00:00+00,35,2021/04/17 00:00:00+00,2021/04/17 00:35:00+00,30,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/04/17 00:00:00+00,17660,-93.29827927,44.94881103,-10385916,5613466,Lowry Hill East,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,63
-93.2899254748254,44.9844513403291,0007XX OLSON MEMORIAL HWY ,MP202179944         ,4     ,2021/04/17 00:00:00+00,41,2021/04/17 00:00:00+00,2021/04/17 00:41:00+00,30,CARJCK  ,ROBBERY INCLUDING AUTO THEFT  ,,2021/04/17 00:00:00+00,18939,-93.28992865,44.9844561,-10384987,5619074,Sumner - Glenwood,2021/04/28 00:00:00+00,2021/04/29 07:03:23+00,64
-93.2345982364764,44.9819606076594,0005XX 14TH AVE SE,MP202179975         ,2     ,2021/04/17 00:00:00+00,244,2021/04/17 00:00:00+00,2021/04/17 02:44:00+00,129,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2021/04/17 00:00:00+00,16638,-93.23460561,44.981964,-10378828,5618682,Marcy Holmes,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,65
-93.2421081522517,44.9817255074051,,MP202179991         ,2     ,2021/04/17 00:00:00+00,200,2021/04/17 00:00:00+00,2021/04/17 02:00:00+00,200,ROBPER  ,ROBBERY OF PERSON             ,04 ,2021/04/17 00:00:00+00,,-93.24211,44.98173,-10379664,5618645,Marcy Holmes,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,66
-93.2353797707736,44.9809757217759,0004XX 14TH AVE SE,MP202179992         ,2     ,2021/04/17 00:00:00+00,329,2021/04/16 00:00:00+00,2021/04/17 03:29:00+00,2300,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2021/04/17 00:00:00+00,16640,-93.23538811,44.98098175,-10378915,5618527,Marcy Holmes,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,67
-93.267656238932,44.9617893124083,0020XX PORTLAND AVE ,MP202180036         ,3     ,2021/04/17 00:00:00+00,355,2021/04/17 00:00:00+00,2021/04/17 03:55:00+00,350,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/04/17 00:00:00+00,17497,-93.26765969,44.9617931,-10382508,5615508,Ventura Village,2021/04/18 00:00:00+00,2021/04/19 07:00:57+00,68
-93.2582149452959,44.9483569141988,0011XX LAKE ST E,MP202180077         ,3     ,2021/04/17 00:00:00+00,638,2021/04/17 00:00:00+00,2021/04/17 06:38:00+00,633,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2021/04/17 00:00:00+00,20180,-93.2582231,44.9483604,-10381457,5613395,Midtown Phillips,2021/04/17 00:00:00+00,2021/04/18 07:01:25+00,69
